category,id,lat,lng,location,name,subCategory,reviews,Cost
restaurant,38579,51.46582551,-0.182068348,London,GAZETTE BATTERSEA,French Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38579,147
restaurant,38593,51.58151558,-0.198869275,London,Piacere Coffee Shop,Coffee Shop,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38593,141
restaurant,38602,51.503865,0.049824,London,Restair Trattoria,Italian Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38602,109
restaurant,38662,51.49522504,-0.144581795,London,YO! Sushi,Sushi Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38662,161
restaurant,38679,51.51320074,-0.042890131,London,Sylvia's Corner Coffee House,Café,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38679,123
restaurant,38685,51.54558163,-0.103172873,London,McDonald's,Fast Food Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38685,125
restaurant,38695,51.425803,-0.163503,London,Pizza Hut,Pizza Place,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38695,157
restaurant,38700,51.470165,-0.458934,London,TGI Friday's,American Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38700,194
restaurant,38707,51.631789,-0.175669,London,Alfresco,Italian Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38707,192
restaurant,38711,51.52274505,-0.258357014,London,Cafe Bleu,Café,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38711,136
restaurant,38712,51.5224916,-0.259286295,London,Spiceland,Indian Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38712,169
restaurant,38726,51.624628,-0.32068,London,Raw Lasan,Indian Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38726,129
restaurant,38741,51.5585801,-0.278269096,London,Alisan,Chinese Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38741,186
restaurant,38748,51.55329672,-0.044673892,London,l'epicerie @ 56,Deli Bodega,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38748,118
restaurant,38754,51.445599,-0.166118,London,Cafe Du Village,French Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38754,103
restaurant,38780,51.33814024,-0.115502265,London,Shisha Oui Takeout,Mediterranean Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38780,143
restaurant,38783,51.323519,-0.135937,London,Old Mexico,Mexican Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38783,137
restaurant,38786,51.49110692,-0.160843442,London,Al-Dar,Mediterranean Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38786,158
restaurant,38802,51.49839104,-0.166398883,London,Caffe Concerto,Italian Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38802,107
restaurant,38811,51.45662153,0.146269947,London,Starbucks,Coffee Shop,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38811,149
restaurant,38820,51.44597702,-0.019009423,London,Appetito Cafe & Bar,Coffee Shop,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38820,102
restaurant,38831,51.46734941,0.007917881,London,Khans Nepalese & Indian Tandoori Restaurant,Indian Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38831,155
restaurant,38833,51.5814,-0.339430141,London,ASK Italian,Pizza Place,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38833,120
restaurant,38834,51.573875,0.084251,London,McDonald's,Fast Food Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38834,118
restaurant,38840,51.47140707,-0.365121792,London,Cinnamon Lounge,Indian Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38840,145
restaurant,38850,51.33909764,-0.11545914,London,Coughlans Bakery,Café,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38850,118
restaurant,38851,51.5259807,-0.087397099,London,Starbucks,Coffee Shop,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38851,123
restaurant,38865,51.479199,-0.367303437,London,Nas Fast Food,Fast Food Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38865,189
